pheno	meanratio	sdratio	meanr2	sdr2	meanmddr2	sdmddr2	lower	upper
147	nightshiftjob.baseline	0.0935318260610141	0.0801278447852087	0.0012066935	0.00108958468466254	0.013320245	0.00298567370798638	-0.063518749717995	0.250582401840023
148	nind.household.baseline	0.0176083479807277	0.0125294060351332	0.00022005639	0.000136926452514045	0.013320245	0.00298567370798638	-0.00694928784813342	0.0421659838095888
149	nsamesexpartner.baseline	0.295014016875175	0.126699341014765	0.003972398	0.00225600319697272	0.013320245	0.00298567370798638	0.0466833084862353	0.543344725264114
150	nsexpartners.baseline	0.0157832486938105	0.00942620940425491	0.00021214292	0.000141187638862282	0.013320245	0.00298567370798638	-0.00269212173852917	0.0342586191261501
151	nvehicles.baseline	0.0474070498551846	0.0187793990725614	0.00060011	0.000183744329923704	0.013320245	0.00298567370798638	0.0105994276729644	0.0842146720374049
152	nvq.baseline	0.0206371189978496	0.0187100403099871	0.00025297114	0.000212368125892989	0.013320245	0.00298567370798638	-0.0160345600097251	0.0573087980054244
153	olevels.baseline	0.0117842052325397	0.0047404551339121	0.00015667549	6.78985505855848e-05	0.013320245	0.00298567370798638	0.00249291317007199	0.0210754972950074
154	otheractivity.baseline	0.0117848032911562	0.00569811454658838	0.00015043587	7.70352960076534e-05	0.013320245	0.00298567370798638	0.000616498779842965	0.0229531078024694
155	otherqualifications.baseline	0.0132475616250732	0.00871509914429422	0.00017556811	0.000127261716055313	0.013320245	0.00298567370798638	-0.0038340326977435	0.0303291559478898
156	paid.employment.baseline	0.0222284407867122	0.0147188353140227	0.0002727938	0.000143480745296519	0.013320245	0.00298567370798638	-0.00662047642877219	0.0510773580021966
157	partofmultibirth.baseline	0.0672536540794601	0.036138667485345	0.0008396979	0.0003512484342736	0.013320245	0.00298567370798638	-0.00357813419181602	0.138085442350736
158	physworkinjob.baseline	0.0189954375316362	0.0175380543340146	0.00023465478	0.000180907019675595	0.013320245	0.00298567370798638	-0.0153791489630323	0.0533700240263048
159	plumpatage10.baseline	0.0393718398980439	0.0215419500030115	0.0004951746	0.000226015857826736	0.013320245	0.00298567370798638	-0.0028503821078587	0.0815940619039465
160	pubclub.baseline	0.0159321583910559	0.0129044034938668	0.0002082466	0.000162681589215204	0.013320245	0.00298567370798638	-0.00936047245692302	0.0412247892390349
161	pubtranstowork.baseline	0.0201724155374055	0.0136491306582242	0.00028790829	0.000242108139780794	0.013320245	0.00298567370798638	-0.00657988055271394	0.046924711627525
162	religiousgroup.baseline	0.015649360728045	0.00859738306765614	0.00020201876	0.000110236015948602	0.013320245	0.00298567370798638	-0.00120151008456107	0.032500231540651
163	retired.baseline	0.0126455550059937	0.00866761997332985	0.00017752076	0.000155266867437098	0.013320245	0.00298567370798638	-0.00434298014173276	0.0296340901537202
164	self.alzheimers	0.419217571637047	0.285864997602835	0.005380976	0.00347193890609396	0.013320245	0.00298567370798638	-0.141077823664511	0.979512966938604
165	self.bowelcancer	0.0656496043982768	0.0406103257213081	0.0008307738	0.000456049784783976	0.013320245	0.00298567370798638	-0.0139466340154871	0.145245842812041
166	self.breastcancer	0.0255090159070007	0.0194939000569368	0.0003259482	0.000227858868892226	0.013320245	0.00298567370798638	-0.0126990282045953	0.0637170600185968
167	self.bronchitis	0.144857397705669	0.0593589710333043	0.001840872	0.000566412683312951	0.013320245	0.00298567370798638	0.0285138144803926	0.261200980930945
