pheno	meanratio	sdratio	meanr2	sdr2	meanmddr2	sdmddr2	lower	upper
151	nvq.baseline	0.0514766130467627	0.0289373437892202	0.0002397926	9.85820252189346e-05	0.005301941	0.001911244052039	-0.00524058078010895	0.108193806873634
152	olevels.baseline	0.0537299780714299	0.0221039544879681	0.00030307109	0.000203124873786964	0.005301941	0.001911244052039	0.0104062272750124	0.0970537288678473
153	otheractivity.baseline	0.0619818714133289	0.0422966451442599	0.0002942054	0.000154519698478292	0.005301941	0.001911244052039	-0.0209195530694205	0.144883295896078
154	otherqualifications.baseline	0.0613056514493003	0.0505181502367148	0.0002627614	0.000159657405890933	0.005301941	0.001911244052039	-0.0377099230146607	0.160321225913261
155	paid.employment.baseline	0.0377968179564117	0.0247341682657053	0.0001744201	0.000100215452360269	0.005301941	0.001911244052039	-0.0106821518443707	0.0862757877571941
156	partofmultibirth.baseline	0.126471342648918	0.0908593703059153	0.0005961342	0.000319867526566442	0.005301941	0.001911244052039	-0.0516130231506758	0.304555708448512
157	physworkinjob.baseline	0.0607077119986349	0.0473932792309763	0.00029083267	0.000166858608304956	0.005301941	0.001911244052039	-0.0321831152940786	0.153598539291348
158	plumpatage10.baseline	0.0495941538594712	0.0342906290793327	0.00022992652	0.000103751350064113	0.005301941	0.001911244052039	-0.0176154791360209	0.116803786854963
159	pubclub.baseline	0.0243718489894499	0.0155327752087521	0.00011402461	6.2774858754732e-05	0.005301941	0.001911244052039	-0.00607239041970429	0.0548160883986041
160	pubtranstowork.baseline	0.0469297402438253	0.0398967386372291	0.0002135186	0.000107443461452679	0.005301941	0.001911244052039	-0.0312678674851436	0.125127347972794
161	religiousgroup.baseline	0.0593881449872017	0.0459695464898274	0.00027021982	0.00019729722450342	0.005301941	0.001911244052039	-0.03071216613286	0.149488456107263
162	retired.baseline	0.024666239534444	0.0168309958088135	0.00012173841	7.30637272561799e-05	0.005301941	0.001911244052039	-0.00832251225083054	0.0576549913197185
163	self.alzheimers	0.719639059932864	0.311577847361273	0.00362098	0.00160093786657835	0.005301941	0.001911244052039	0.108946479104769	1.33033164076096
164	self.bowelcancer	0.100063727993807	0.0515483079085847	0.000504068	0.000247565402626817	0.005301941	0.001911244052039	-0.000970955507018881	0.201098411494633
165	self.breastcancer	0.0604400510081154	0.026841209924776	0.0002950593	0.000112035218955717	0.005301941	0.001911244052039	0.00783127955555445	0.113048822460676
166	self.bronchitis	0.20089091785026	0.133855828477919	0.0009082534	0.000349336986089427	0.005301941	0.001911244052039	-0.0614665059664621	0.463248341666982
167	self.diabetes	0.085227120841306	0.0601999107739984	0.0003944306	0.000157933214145305	0.005301941	0.001911244052039	-0.0327647042757309	0.203218945958343
168	self.heartdisease	0.0891178115783507	0.118444898036181	0.000379731	0.000307925815751854	0.005301941	0.001911244052039	-0.143034188572563	0.321269811729265
169	self.highbloodpressure	0.0805627847305695	0.10928384237867	0.00033208084	0.000279416453688895	0.005301941	0.001911244052039	-0.133633546331623	0.294759115792762
170	self.lungcancer	0.307601431017578	0.200300992627702	0.0015068658	0.00096827541594273	0.005301941	0.001911244052039	-0.084988514532718	0.700191376567875
171	self.parkinsons	0.468344115175655	0.354321340977533	0.0022925893	0.00168872359975785	0.005301941	0.001911244052039	-0.226125713140309	1.16281394349162
172	self.prostatecancer	0.144125211664929	0.0525909324433262	0.0007497191	0.000331567393019026	0.005301941	0.001911244052039	0.04104698407601	0.247203439253849
173	self.stroke	0.112145307018764	0.067427945806047	0.00059547	0.000447446331447694	0.005301941	0.001911244052039	-0.0200134667610885	0.244304080798616
174	sex	0.0212290569183339	0.00978203409913173	0.00010418375	5.25406174604044e-05	0.005301941	0.001911244052039	0.00205627008403575	0.0404018437526321
